epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
46,38716.8,1.79761,1.39466,0.00375,0.6026,0.42225,0.41923,0.22469,1.65803,1.53904,0.00421,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,39549.9,1.78228,1.37134,0.00363,0.58221,0.42156,0.41778,0.22334,1.6535,1.53654,0.00423,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,40386.3,1.78328,1.36316,0.00366,0.56759,0.42455,0.41855,0.22459,1.6493,1.5435,0.00419,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,41220.9,1.77548,1.34872,0.00355,0.59335,0.41607,0.42481,0.22739,1.65496,1.54476,0.0042,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,42059.2,1.77381,1.3413,0.00362,0.58434,0.41367,0.42613,0.22839,1.65036,1.5472,0.00411,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,42895.4,1.76261,1.32596,0.00362,0.59548,0.4118,0.42722,0.22963,1.6565,1.54212,0.00414,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,43734.8,1.76756,1.3252,0.00361,0.57939,0.41734,0.4263,0.22944,1.65081,1.54481,0.00408,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,44566.2,1.76276,1.30866,0.00358,0.60119,0.40712,0.42784,0.23113,1.65119,1.52762,0.00409,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,45404,1.75682,1.29822,0.0036,0.51641,0.41591,0.4265,0.23145,1.65109,1.53035,0.00412,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,46235.5,1.74799,1.28968,0.00355,0.52227,0.41643,0.42856,0.23215,1.65078,1.52498,0.00415,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
