epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,79300.9,1.73349,1.04805,0.00392,0.48709,0.37681,0.35314,0.18464,1.50583,1.34328,0.00467,0.0109446,0.00364819,0.0109446,0.00364819,0.0109446,0.00364819,0.0109446,0.00364819
129,79977.2,1.72367,1.0362,0.00392,0.48432,0.37813,0.35335,0.18469,1.50652,1.34337,0.00467,0.010752,0.00358399,0.010752,0.00358399,0.010752,0.00358399,0.010752,0.00358399
130,80662.9,1.71859,1.03328,0.0039,0.48324,0.38012,0.35363,0.18482,1.50665,1.34396,0.00467,0.0105608,0.00352027,0.0105608,0.00352027,0.0105608,0.00352027,0.0105608,0.00352027
131,81351,1.72289,1.0315,0.00385,0.48311,0.38054,0.35417,0.18501,1.50647,1.34578,0.00462,0.0103711,0.00345704,0.0103711,0.00345704,0.0103711,0.00345704,0.0103711,0.00345704
132,82023.5,1.7157,1.02825,0.00388,0.49474,0.38004,0.35447,0.18517,1.50908,1.34475,0.00461,0.0101829,0.00339432,0.0101829,0.00339432,0.0101829,0.00339432,0.0101829,0.00339432
133,82699.4,1.71291,1.02043,0.00388,0.4984,0.38016,0.35476,0.18532,1.50909,1.34623,0.0046,0.00999633,0.00333211,0.00999633,0.00333211,0.00999633,0.00333211,0.00999633,0.00333211
134,83375.9,1.71824,1.02044,0.00384,0.50553,0.37963,0.35514,0.18559,1.50801,1.34911,0.00462,0.00981131,0.00327044,0.00981131,0.00327044,0.00981131,0.00327044,0.00981131,0.00327044
135,84052.4,1.70772,1.01436,0.00388,0.51768,0.3808,0.35557,0.18583,1.50661,1.35159,0.0045,0.00962794,0.00320931,0.00962794,0.00320931,0.00962794,0.00320931,0.00962794,0.00320931
136,84730.5,1.71233,1.02124,0.00391,0.5233,0.38006,0.35575,0.18602,1.50605,1.35405,0.00449,0.00944627,0.00314876,0.00944627,0.00314876,0.00944627,0.00314876,0.00944627,0.00314876
137,85410,1.71011,1.0135,0.00381,0.52401,0.38043,0.35589,0.18602,1.50778,1.35338,0.0045,0.00926634,0.00308878,0.00926634,0.00308878,0.00926634,0.00308878,0.00926634,0.00308878
138,86087.9,1.7027,0.99973,0.00381,0.51151,0.38098,0.35616,0.18607,1.50788,1.35525,0.0045,0.00908819,0.0030294,0.00908819,0.0030294,0.00908819,0.0030294,0.00908819,0.0030294
139,86764.3,1.70593,0.99929,0.0038,0.50935,0.38116,0.35633,0.18629,1.50743,1.3577,0.00449,0.00891187,0.00297062,0.00891187,0.00297062,0.00891187,0.00297062,0.00891187,0.00297062
140,87439.5,1.69788,0.99621,0.00384,0.50972,0.38135,0.35647,0.18634,1.50888,1.3583,0.0045,0.00873743,0.00291248,0.00873743,0.00291248,0.00873743,0.00291248,0.00873743,0.00291248
141,88125.8,1.62627,0.91587,0.0037,0.51083,0.38164,0.35681,0.18665,1.51,1.35986,0.0045,0.0085649,0.00285497,0.0085649,0.00285497,0.0085649,0.00285497,0.0085649,0.00285497
142,88811.2,1.62672,0.91052,0.00378,0.51284,0.38115,0.35661,0.18654,1.50901,1.36289,0.00446,0.00839433,0.00279811,0.00839433,0.00279811,0.00839433,0.00279811,0.00839433,0.00279811
143,89496.9,1.625,0.90979,0.0038,0.51665,0.38052,0.35701,0.1866,1.5099,1.36535,0.00446,0.00822575,0.00274192,0.00822575,0.00274192,0.00822575,0.00274192,0.00822575,0.00274192
144,90178.2,1.61656,0.88994,0.00377,0.51192,0.38056,0.35727,0.18674,1.51081,1.36784,0.00446,0.00805922,0.00268641,0.00805922,0.00268641,0.00805922,0.00268641,0.00805922,0.00268641
145,90859.9,1.63182,0.90051,0.0038,0.50935,0.38091,0.35736,0.18681,1.51088,1.37156,0.00446,0.00789478,0.00263159,0.00789478,0.00263159,0.00789478,0.00263159,0.00789478,0.00263159
146,91534.6,1.62604,0.90047,0.00376,0.51547,0.38058,0.35697,0.18656,1.51149,1.37185,0.00445,0.00773245,0.00257748,0.00773245,0.00257748,0.00773245,0.00257748,0.00773245,0.00257748
147,92209.6,1.60931,0.87871,0.00372,0.5122,0.38339,0.35713,0.18674,1.51233,1.37401,0.00446,0.00757229,0.0025241,0.00757229,0.0025241,0.00757229,0.0025241,0.00757229,0.0025241
148,92889.7,1.61635,0.87622,0.00364,0.51323,0.38314,0.35757,0.18699,1.51247,1.37786,0.00447,0.00741433,0.00247144,0.00741433,0.00247144,0.00741433,0.00247144,0.00741433,0.00247144
149,93566.1,1.60934,0.87717,0.0037,0.52171,0.38232,0.35724,0.18685,1.51263,1.38009,0.00446,0.00725861,0.00241954,0.00725861,0.00241954,0.00725861,0.00241954,0.00725861,0.00241954
150,94240.7,1.6084,0.86722,0.0037,0.52121,0.38083,0.35708,0.18678,1.51195,1.38447,0.00445,0.00710518,0.00236839,0.00710518,0.00236839,0.00710518,0.00236839,0.00710518,0.00236839
151,94917.5,1.60506,0.86906,0.00371,0.5382,0.37771,0.35742,0.1869,1.51251,1.38616,0.00448,0.00695406,0.00231802,0.00695406,0.00231802,0.00695406,0.00231802,0.00695406,0.00231802
152,95594.9,1.59643,0.86753,0.00365,0.51516,0.38124,0.35763,0.18705,1.5123,1.38944,0.00442,0.00680529,0.00226843,0.00680529,0.00226843,0.00680529,0.00226843,0.00680529,0.00226843
153,96280.9,1.59832,0.86709,0.00365,0.5173,0.37927,0.35781,0.18705,1.5123,1.39224,0.00439,0.00665892,0.00221964,0.00665892,0.00221964,0.00665892,0.00221964,0.00665892,0.00221964
154,96961.7,1.59744,0.86229,0.0037,0.51079,0.3784,0.35776,0.187,1.51086,1.39673,0.00438,0.00651498,0.00217166,0.00651498,0.00217166,0.00651498,0.00217166,0.00651498,0.00217166
155,97635.9,1.59408,0.85,0.00364,0.51175,0.37793,0.35769,0.18698,1.5119,1.40066,0.00441,0.0063735,0.0021245,0.0063735,0.0021245,0.0063735,0.0021245,0.0063735,0.0021245
156,98311.1,1.58663,0.84852,0.0036,0.51294,0.37754,0.3575,0.1869,1.51165,1.40354,0.00437,0.00623452,0.00207817,0.00623452,0.00207817,0.00623452,0.00207817,0.00623452,0.00207817
157,98985,1.58923,0.84084,0.0036,0.52324,0.37871,0.35771,0.18707,1.51303,1.40442,0.00441,0.00609807,0.00203269,0.00609807,0.00203269,0.00609807,0.00203269,0.00609807,0.00203269
158,99664.6,1.58707,0.83443,0.0036,0.51989,0.37772,0.35753,0.18692,1.51344,1.40709,0.00441,0.00596419,0.00198806,0.00596419,0.00198806,0.00596419,0.00198806,0.00596419,0.00198806
159,100338,1.58856,0.83513,0.00359,0.51597,0.37783,0.35761,0.18701,1.51413,1.40929,0.00436,0.00583291,0.0019443,0.00583291,0.0019443,0.00583291,0.0019443,0.00583291,0.0019443
160,101013,1.58053,0.8334,0.00359,0.51068,0.37717,0.35754,0.18703,1.51469,1.4123,0.00436,0.00570426,0.00190142,0.00570426,0.00190142,0.00570426,0.00190142,0.00570426,0.00190142
161,101691,1.58217,0.82508,0.00355,0.51401,0.37782,0.35768,0.18701,1.51802,1.41084,0.00437,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942
162,102364,1.5727,0.82565,0.00355,0.51282,0.3768,0.35778,0.18703,1.5178,1.41442,0.00437,0.00545498,0.00181833,0.00545498,0.00181833,0.00545498,0.00181833,0.00545498,0.00181833
163,103038,1.56415,0.82028,0.00356,0.50424,0.37736,0.35763,0.18695,1.51932,1.41544,0.00437,0.00533441,0.00177814,0.00533441,0.00177814,0.00533441,0.00177814,0.00533441,0.00177814
164,103712,1.56915,0.81679,0.00355,0.5039,0.37762,0.35765,0.18701,1.51916,1.41945,0.00435,0.0052166,0.00173887,0.0052166,0.00173887,0.0052166,0.00173887,0.0052166,0.00173887
165,104386,1.56877,0.81039,0.00353,0.50334,0.37715,0.35767,0.18702,1.51926,1.42182,0.00435,0.00510157,0.00170052,0.00510157,0.00170052,0.00510157,0.00170052,0.00510157,0.00170052
166,105062,1.56499,0.80456,0.0035,0.49652,0.3782,0.35785,0.187,1.51876,1.42526,0.00433,0.00498936,0.00166312,0.00498936,0.00166312,0.00498936,0.00166312,0.00498936,0.00166312
167,105742,1.56341,0.80079,0.00347,0.49837,0.37746,0.35785,0.18697,1.51909,1.4277,0.00433,0.00487998,0.00162666,0.00487998,0.00162666,0.00487998,0.00162666,0.00487998,0.00162666
168,106424,1.55623,0.79318,0.00346,0.49885,0.37711,0.35796,0.18702,1.52091,1.43018,0.0044,0.00477347,0.00159116,0.00477347,0.00159116,0.00477347,0.00159116,0.00477347,0.00159116
169,107106,1.55816,0.79884,0.00345,0.50082,0.37533,0.35825,0.18739,1.52087,1.43323,0.0044,0.00466986,0.00155662,0.00466986,0.00155662,0.00466986,0.00155662,0.00466986,0.00155662
170,107789,1.56021,0.80388,0.00354,0.5001,0.37521,0.35813,0.18734,1.52152,1.43647,0.00441,0.00456916,0.00152305,0.00456916,0.00152305,0.00456916,0.00152305,0.00456916,0.00152305
171,108468,1.54955,0.78707,0.00345,0.49873,0.375,0.35809,0.18724,1.52166,1.44071,0.0044,0.00447141,0.00149047,0.00447141,0.00149047,0.00447141,0.00149047,0.00447141,0.00149047
172,109141,1.55192,0.78755,0.00349,0.49528,0.37512,0.35819,0.18735,1.52242,1.44297,0.0044,0.00437663,0.00145888,0.00437663,0.00145888,0.00437663,0.00145888,0.00437663,0.00145888
173,109816,1.55795,0.79489,0.0035,0.49632,0.37501,0.35835,0.18744,1.52258,1.44574,0.00441,0.00428483,0.00142828,0.00428483,0.00142828,0.00428483,0.00142828,0.00428483,0.00142828
174,110489,1.54462,0.78388,0.00346,0.48697,0.37486,0.35826,0.18739,1.52348,1.44857,0.00442,0.00419606,0.00139869,0.00419606,0.00139869,0.00419606,0.00139869,0.00419606,0.00139869
175,111169,1.54768,0.78804,0.00348,0.4829,0.37503,0.35816,0.18738,1.52387,1.45252,0.00441,0.00411031,0.0013701,0.00411031,0.0013701,0.00411031,0.0013701,0.00411031,0.0013701
176,111844,1.53844,0.78103,0.00346,0.47815,0.37552,0.3581,0.18733,1.52398,1.45701,0.00439,0.00402763,0.00134254,0.00402763,0.00134254,0.00402763,0.00134254,0.00402763,0.00134254
177,112525,1.5415,0.78036,0.00344,0.47604,0.37471,0.35786,0.18724,1.52464,1.46144,0.00438,0.00394802,0.00131601,0.00394802,0.00131601,0.00394802,0.00131601,0.00394802,0.00131601
178,113214,1.542,0.77379,0.00343,0.48059,0.3727,0.35776,0.18717,1.52504,1.46367,0.0044,0.00387151,0.0012905,0.00387151,0.0012905,0.00387151,0.0012905,0.00387151,0.0012905
179,113896,1.53896,0.76329,0.00342,0.48611,0.37289,0.35768,0.18698,1.52631,1.46763,0.00441,0.00379811,0.00126604,0.00379811,0.00126604,0.00379811,0.00126604,0.00379811,0.00126604
180,114572,1.53269,0.76535,0.0034,0.48224,0.37251,0.35788,0.18704,1.52781,1.47021,0.0044,0.00372785,0.00124262,0.00372785,0.00124262,0.00372785,0.00124262,0.00372785,0.00124262
181,115254,1.53705,0.76924,0.00339,0.48303,0.37123,0.35777,0.18688,1.52815,1.47411,0.0044,0.00366074,0.00122025,0.00366074,0.00122025,0.00366074,0.00122025,0.00366074,0.00122025
182,115928,1.53145,0.75983,0.00342,0.48125,0.37153,0.35765,0.18689,1.52861,1.47723,0.00441,0.00359679,0.00119893,0.00359679,0.00119893,0.00359679,0.00119893,0.00359679,0.00119893
183,116599,1.52307,0.76245,0.00338,0.47891,0.37153,0.35734,0.18677,1.5301,1.47987,0.00442,0.00353604,0.00117868,0.00353604,0.00117868,0.00353604,0.00117868,0.00353604,0.00117868
184,117272,1.53004,0.75953,0.00339,0.48591,0.37219,0.35793,0.18712,1.53178,1.48118,0.00441,0.00347847,0.00115949,0.00347847,0.00115949,0.00347847,0.00115949,0.00347847,0.00115949
185,117946,1.52436,0.75208,0.00336,0.48463,0.37233,0.35791,0.18707,1.53353,1.48286,0.00441,0.00342413,0.00114138,0.00342413,0.00114138,0.00342413,0.00114138,0.00342413,0.00114138
186,118617,1.52292,0.75279,0.00335,0.48035,0.37101,0.35778,0.1869,1.53491,1.48507,0.00442,0.00337301,0.00112434,0.00337301,0.00112434,0.00337301,0.00112434,0.00337301,0.00112434
187,119292,1.52788,0.75276,0.00332,0.47838,0.37103,0.35798,0.18696,1.53488,1.48895,0.00442,0.00332512,0.00110837,0.00332512,0.00110837,0.00332512,0.00110837,0.00332512,0.00110837
188,119966,1.52383,0.75551,0.00335,0.47842,0.37078,0.35793,0.18693,1.53612,1.48975,0.00443,0.00328049,0.0010935,0.00328049,0.0010935,0.00328049,0.0010935,0.00328049,0.0010935
189,120643,1.52401,0.7501,0.00337,0.47095,0.37073,0.35755,0.18668,1.53639,1.49307,0.00443,0.00323912,0.00107971,0.00323912,0.00107971,0.00323912,0.00107971,0.00323912,0.00107971
190,121317,1.51713,0.74889,0.00329,0.46944,0.36981,0.35741,0.1867,1.53768,1.49513,0.00443,0.00320102,0.00106701,0.00320102,0.00106701,0.00320102,0.00106701,0.00320102,0.00106701
191,121993,1.52285,0.74796,0.0033,0.46711,0.37005,0.35716,0.18645,1.53873,1.49746,0.00443,0.00316621,0.0010554,0.00316621,0.0010554,0.00316621,0.0010554,0.00316621,0.0010554
192,122666,1.51942,0.74521,0.00332,0.45719,0.37008,0.35705,0.18632,1.53873,1.50141,0.00443,0.00313468,0.00104489,0.00313468,0.00104489,0.00313468,0.00104489,0.00313468,0.00104489
193,123340,1.51995,0.74422,0.00331,0.45835,0.37045,0.35695,0.18629,1.54046,1.5027,0.00444,0.00310645,0.00103548,0.00310645,0.00103548,0.00310645,0.00103548,0.00310645,0.00103548
194,124014,1.51334,0.74363,0.00333,0.45443,0.36968,0.35653,0.18599,1.54192,1.50475,0.00445,0.00308153,0.00102718,0.00308153,0.00102718,0.00308153,0.00102718,0.00308153,0.00102718
195,124692,1.50964,0.73456,0.0033,0.45553,0.36887,0.35666,0.18622,1.54389,1.50597,0.00447,0.00305991,0.00101997,0.00305991,0.00101997,0.00305991,0.00101997,0.00305991,0.00101997
196,125366,1.50925,0.73935,0.0033,0.46159,0.36631,0.35643,0.1859,1.54413,1.50882,0.00447,0.00304162,0.00101387,0.00304162,0.00101387,0.00304162,0.00101387,0.00304162,0.00101387
197,126039,1.50552,0.73302,0.00328,0.46348,0.36633,0.35641,0.18579,1.54492,1.51245,0.00446,0.00302664,0.00100888,0.00302664,0.00100888,0.00302664,0.00100888,0.00302664,0.00100888
198,126714,1.51248,0.73557,0.00327,0.46539,0.36526,0.35619,0.18567,1.54628,1.51502,0.00447,0.00301499,0.001005,0.00301499,0.001005,0.00301499,0.001005,0.00301499,0.001005
199,127387,1.50276,0.73205,0.00325,0.46491,0.36466,0.35582,0.18553,1.54681,1.51721,0.00447,0.00300666,0.00100222,0.00300666,0.00100222,0.00300666,0.00100222,0.00300666,0.00100222
200,128060,1.4957,0.7284,0.00328,0.46003,0.36518,0.35553,0.1854,1.5455,1.52209,0.00446,0.00300167,0.00100056,0.00300167,0.00100056,0.00300167,0.00100056,0.00300167,0.00100056
